,listing_url,job_title,company,location,summary
83,http://www.indeed.com/rc/clk?jk=9bbf16cb50e1ca9c&fccid=6ca450b950a0f917&vjs=3,Software Engineer (Python/Django),SendOutCards,Remote,"THE COMPANY

Our unique online greeting card and gift system allows everyone to act quickly when prompted to reach out to others—there has never been an easier way to send a genuine card or heartfelt gift. With just a few simple steps you can choose your custom card, add a personal photo, write your message and add a gift. SendOutCards' state of the art facility will print, stuff, stamp and mail the physical card and gift to anyone in the world.
THE DEPARTMENT
Our team is small enough that your contribution will have a significant impact. Our product is developing and improving dramatically. By joining our team you will become a core team member with the opportunity to influence technical direction, product decisions, and have an impact on how we grow our team and the culture of our company. We use agile development practices and are working towards continuous delivery. We like to work with smart and interesting people. The work we do matters to the success of the company. If you want to really take responsibility and make a difference you'll fit right in.
THE POSITION

We are currently searching for a Software Engineer who enjoys contributing to a great team and is excited to work a variety of challenging projects.
Our software engineers work on all parts of our system from the front-end development to streamlining print production. We have diverse technical challenges that will allow you to develop your skills across the stack.

Requirements:
Job Responsibilities:

Work with team to re-architect the existing card sending experience into simpler and more engaging product
Build and enhance existing APIs to be more conducive for third-party integrations.
Develop and maintain sister projects that facilitate card and gift sending.
Write unit tests to catch and prevent feature regressions.
Collaborate with project stakeholders to ensure all requirements are met.
Perform code reviews and familiar with Git.
Provide clean code and proper documentation for each project.
Support and maintain existing projects.
Follow agile development methodologies.

Technical Requirements:

At least 5+ years experience developing web applications.
Experienced with Python, Django and React are a big plus but not required. Experience in similar languages and frameworks is also considered.
Experience with Lean agile practices.
Comfortable collaborating with designers, front-end developers and other team members.
Strong communication skills.

This is a full-time position with salary commensurate with your experience.

Benefits:

United Health Care Medical insurance
Voluntary dental and vision plans
Cigna Basic Life Insurance, AD&D;, and LTD insurance
HSA or FSA plans
Immediate coverage for health insurance (no waiting period)
Unlimited paid time off
$75/month cell phone reimbursement
Pick your own computer set up
Flexible work schedules
Monthly lunch and learns on various topics presented by peers
Free card sending and discounted gifts

We strive to ensure we have competitive salaries for our employees, a great work environment, and a fantastic team to work with. We also have a strong belief in having a good life/work balance. You will have a great opportunity to work on exciting projects that make a real difference."
84,http://www.indeed.com/rc/clk?jk=e3d4288aa3336aa5&fccid=c267f29f0f85e8b8&vjs=3,Application Software Engineer,NVIDIA,"Santa Clara, CA","NVIDIA has continuously reinvented itself over two decades. NVIDIA's invention of the GPU in 1999 sparked the growth of the PC gaming market, redefined modern computer graphics, and revolutionized parallel computing. More recently, GPU deep learning ignited modern AI - the next era of computing - with the GPU acting as the brain of computers, robots, and self-driving cars that can perceive and understand the world. This is our life's work - to amplify human imagination and intelligence.
Ready to help us change the World?
The role focuses on the development of WEB based process optimization-, automation- and system integration tools for our systems, mechanical and component engineering departments. Built on extensive databases and intranet architecture, this automation serves as a central hub for automated requests, customizes and deeply enhances the work flow, design flow as well as design rule application, and checking capability of commercial CAD tools – facilitating the most demanding technology, while improving design correctness and speed of the design process.
What you'll be doing:
You will work closely with software, design, layout and component engineers in Germany, US and across NVIDIA sites globally (worldwide) to specify, develop, maintain and support database driven and web based software applications, encompassing full software stack development and life cycle management.
What we need to see:
BSEE/CS / Dipl. Ing. or equivalent industry experience (3+ years) in web software and database development or related areas.
Deep knowledge in modern web technologies: JavaScript (ECMAScript 5/6) SCSS, NodeJS, JSON, common browsers and operating systems (Windows/Linux).
Good knowledge of SQL and NoSQL databases (E.g. Oracle/MySQL/MongoDB) and database modeling tools.
Experience in web UI design, profiling and performance tuning.
Good communication and documentation skills.
Creativity, enthusiasm, a positive attitude and the ability to learn complex concepts in a fast-paced environment.
Flexibility in working hours to accommodate effective team work with members of different world-wide design locations.
Ways to stand out from the crowd:
Knowledge in web server technologies like Apache, Tomcat, NginX.
Knowledge in frameworks like NodeJS 8.x, bower, grunt, nightwatch, mocha
General knowledge/experience with Atlassian Tools like
GIT (Bitbucket)
CI (continuous integration / deployment – e.g. Bamboo)
Documentation (Confluence)
Task management (JIRA)
Knowledge in ExtJS 6.x / Angular / JQuery.
Experience in partnership with departments different time zones.
Knowledge in WEB security, workflow, automated testing, TDD (test driven development).
Experience with Perl, Cadence Skill, and Cadence / Valor CAD tools integration would come in handy.
The position is located in the US headquarter in Santa Clara, California. If you are interested in working within a dynamic and highly motivated worldwide engineering team, with the opportunity to participate in a wide variety of exciting and meaningful projects, in a phenomenal working atmosphere, please submit your detailed CV or resume.
With highly competitive salaries and a comprehensive benefits package, NVIDIA is widely considered to be one of the technology world's most desirable employers. We have some of the most brilliant and talented people on the planet working for us and, due to unrivaled growth, our best-in-class engineering teams are expanding fast. If you're a creative and autonomous engineer with a sincere passion for technology, we want to hear from you.
NVIDIA is committed to fostering a diverse work environment and proud to be an equal opportunity employer. As we highly value diversity in our current and future employees, we do not discriminate (including in our hiring and promotion practices) on the basis of race, religion, color, national origin, gender, gender expression , sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by law."
85,http://www.indeed.com/rc/clk?jk=5d386781217e6480&fccid=16af4e185a5d53e5&vjs=3,Junior Front End Software Engineer,Beckon,"San Mateo, CA","Junior Front End Software Engineer
"
86,http://www.indeed.com/rc/clk?jk=0ebddb8da8915ef0&fccid=7442885bc0fa7c14&vjs=3,Software Engineer - Platform Development (All Levels),ServiceNow,"San Francisco, CA","ServiceNow is changing the way people work. With a service-orientation toward the activities, tasks and processes that make up day-to-day work life, we help the modern enterprise operate faster and be more scalable than ever before.
We’re disruptive. We work hard but try not to take ourselves too seriously. We are highly adaptable and constantly evolving. We are passionate about our product, and we live for our customers. We have high expectations and a career at ServiceNow means challenging yourself to always be better.

We employ the brightest and most forward-thinking cloud platform developers on the planet. We have offices in San Diego, San Francisco and Santa Clara and work as a distributed team.

Come join the Cloud Platform Development team and make your mark on the cloud platform for enterprise applications!

What you get to do in this role:
You will have the opportunity to become a key member of the Cloud Platform Development group. Responsibilities include new feature development and bug fixes related to improving the reliability and scalability of our architecture. Examples of past and previous projects include implementing support for multiple databases, adding support for NoSQL as an alternative document store integrated into the platform, automated error detection and self-healing, instrumentation of the ServiceNow platform to provide new insight into performance problems.

In order to be successful in this role, we need someone who has:
We’re looking for candidates with a range of experience
Firm understanding of best practices for object-oriented and modularized software.
Strong understanding of web technologies: HTML, JavaScript, HTTP and backend programming of web applications
Demonstrated success completing complex projects, on time
Demonstrated aptitude for learning new technologies quickly
Actively participate in understanding customer problems, determining product goals, and defining technical requirements
Desired Skills
Experience developing web applications at scale
Experience with troubleshooting difficult production issues e.g. memory leaks, network problems, intermittent failures etc. across the stack
Experience working in a customer focused environment
Relational Database Experience: Developing on, troubleshooting and optimizing performance of: Oracle, MySQL MS SQLServer
Experience developing a platform
We provide competitive compensation, generous benefits and a professional atmosphere. This is a very collaborative and inclusive work environment where individuals strong on aptitude and attitude will have an opportunity to grow their professional careers through working with some of the most advanced technology and talented developers in the business."
87,http://www.indeed.com/rc/clk?jk=0494cc7334744f23&fccid=9e31564de67b89e3&vjs=3,"Software Engineer, Web Applications",ThousandEyes,"San Francisco, CA","About ThousandEyes

The name ThousandEyes was born from two big ideas: the power to see things not ordinarily possible and the ability to collect insights from a multitude of vantage points. As organizations rely more on cloud services and the Internet, the network has become a black box they can't understand. ThousandEyes gives organizations visibility into the now borderless network, arming them with an accurate understanding of how the network impacts their applications, users and customers. ThousandEyes is used by some of the world's largest and fastest growing brands, including all of the top 5 global software companies, 5 of the top 6 US banks, and 45 of the Fortune 500. ThousandEyes is backed by Sequoia Capital, Sutter Hill Ventures, Tenaya Capital, Google Ventures and Salesforce Ventures, with headquarters in San Francisco, CA.

Engineering at ThousandEyes

At ThousandEyes, we use cutting-edge technologies and innovative techniques to study and visualize networks on a global scale.

ThousandEyes engineers are focused on continuous improvement — of our product, our codebase, our knowledge, and our skills. We believe in innovation, simplicity, and elegance. We work in small, cross-functional teams where everyone has a voice.

About the Role

Our web application is the central customer-facing piece of all our product offerings, used daily by operations teams around the world. We are looking for talented, full-stack engineers who can build elegant Java code.

Apply for this role if you:

Are a fast learner
Are comfortable working with new technologies
Are exceptional with Java and SQL
Have experience with large, Spring-based web applications
Have experience with client-side development in JavaScript
Have excellent software design skills
Understand distributed systems

Senior roles are available to those who have any of the following:


Significant work experience with large Spring applications backed by MySQL or MongoDB
Significant full-stack work experience, especially using AngularJS

Bonus points if you have worked with any of the other technologies in our stack or are knowledgeable about network protocols (TCP/IP, HTTP, DNS, etc.).

Our web application technology stack:

d3.js
AngularJS
Sass
Spring Framework
MongoDB
MySQL

"
88,http://www.indeed.com/rc/clk?jk=a960d90de5057b7a&fccid=e9e363d6332bc1cd&vjs=3,Software Engineer - Contrail Analytics,Juniper Networks,"Sunnyvale, CA","About the Job:
Juniper’s Contrail team is looking for a highly technical software engineer to develop new software features in the Contrail SDN controller and Appformix Monitoring solution, and to help deliver high performance, highly scalable and highly reliable SDN and Cloud systems.
About the Team:
Juniper Networks Contrail is simple, open, and agile software defined networking solution that automates and orchestrates the creation of highly scalable virtual networks. These virtual networks let you harness the power of the cloud—for new services, increased business agility, and revenue growth.
Responsibilities:
Design, Architect and Develop software components within the Juniper Networks Contrail and Appformix solutions
Perform functional and unit testing and automate as much as possible
Write functional specification, technical design documents and blog posts
Work closely with product managers and senior management to influence the product evolution
Evaluate open source technologies and build a case around their use when adding new features into the product
Take ownership for the work done and the end-to-end customer experience including packaging and delivery
Basic Qualifications:
BS/MS in Computer Science or equivalent with 15+ years of software development experience in the industry.
Extensive programming experience in C, C++, Python
Networking domain experience, such as Network Telemetry , L2/L3 Control Plane, Load Balancing and Firewalls.
Understanding of distributed systems concepts (e.g. Use of Zookeeper and Etcd)
Knowledge of one or more NoSQL databases, such as Cassandra, Kafka and Redis.
Desired Qualifications:
Self Starter - someone who is able to work independently with little hands-on supervision delivering to aggressive timelines
Knowledge of one of virtualization technologies like KVM, Hyper-V or VMware ESX is a plus.
Knowledge of Infrastructure-as-a-service platforms (Openstack, vSphere, Kubernetes) is a plus"
89,http://www.indeed.com/rc/clk?jk=014247c27faff9e6&fccid=602e8370b8d51b13&vjs=3,Data Analytics Software Engineer,Vermont Energy Investment Corporation,Vermont,"Overview
Division: VEIC
Location: Vermont
Department: Data Analytics
Reports to: Manager, Data Analytics

VEIC has a long history of creating innovative solutions to global energy challenges. We are now using cutting-edge analytics techniques to turn data from internet-connected devices into actionable insights that can unlock new sources of energy savings.

Be part of the energy solution!
VEIC is committed to building a work community that is inclusive and represents a vibrant diversity of background, experience, perspective, and thought. Climate change impacts all of us; however, we are impacted differently based on our identities and experiences. We all deserve a place at the table to make decisions about our collective future – we hope you’ll consider joining us as we work towards our vision for a healthy planet, thriving people, and energy justice.

Candidates across all markers of identity (age, race, gender, ability, communication style, etc.) are highly encouraged to apply!

What you will do in this job:
You will wrangle data from hundreds of thousands of internet-connected devices, such as smart meters and smart thermostats, into scalable analytics platforms. You will craft elegant data-driven software solutions to discover hidden energy savings in our clients’ buildings. You will tease out the nascent requirements of energy efficiency programs to deliver innovative services by using data to measure and monetize energy savings. You will continuously improve our open-source data analytics software with leading-edge tools and techniques to maximize adoption and impact. And you will also lead software development lifecycle tasks as part of the Data Analytics team, contributing to a mission-driven, creative, enjoyable, and stimulating work environment.
Responsibilities
What a day might look like:
Code up some data analytics software, configure server-based systems, fix bugs, and design architecture for internal and external clients.
Design, develop, document, and maintain software that derives useful information from various data sources, such as smart meter (AMI) data; sub-meter, smart thermostat, and other sensor data; building operations and production data; public data; etc. Deploy those solutions as part of VEIC’s custom software environment.
Reviews and improve data acquisition, management, and analysis systems, applications, and infrastructure, in order to ensure quality and alignment with internal and industry best practices.
Leads solution development process, including aspects of service, software, and data architecture; user requirements; user interface/experience design; testing/QA; maintenance; documentation; source code control; continuous integration and release management.

Qualifications
This job might be right for you if:
You have a strong personal commitment to the mission, vision, goals and values of VEIC.
You are a data geek with a bachelor’s degree in computer science, mathematics, statistics, and/or engineering or related field.
This is not your first rodeo: you have a minimum of 9 years of experience developing software, including at least 5 years of direct experience with data-centric software development, or a combination of education and experience from which comparable knowledge and skills were acquired.
You are a code ninja with fluency in multiple programming languages, including Python and JavaScript.
Your tool-belt includes significant knowledge of and demonstrated expertise with most of the following or comparable systems: Flask/Django or similar framework(s), SQL, Web API, Nginx/Apache, Linux, R, C#.
You have significant knowledge of and demonstrated expertise with web software technologies, including HTML, CSS, JavaScript, and modern web frameworks and ORMs.
You produce elegant code through your fluency in refactoring, unit testing, and object-oriented programming techniques.
You’re comfortable clambering through the branches of version control systems such as Git or Subversion.
You have experience in cloud-based SaaS system design and architecture.
You can build systems that scale, with experience in distributed, parallel processing, and service-oriented software architectures.
You structure your code for reuse, with experience authoring and maintaining software frameworks and libraries.
You give back to the community with experience contributing to, managing, or other involvement in open source software projects.
You sweat the small stuff, demonstrated ability to be organized, detail-oriented, accurate, and able to handle multiple tasks and competing priorities in a dynamic and fast-paced environment.
You can sell your vision with demonstrated ability to put together concise, articulate communications to internal stakeholders.
You not only speak geek, but also have the ability to communicate with non-technical stakeholders to define and document project requirements.
You understand that people are part of every solution, and have experience in facilitation, reviewing work of others, communications, and the ability to develop and attain goals.
You share your wisdom, with experience training technical and non-technical staff in analysis and software techniques.
You are a team player with demonstrated ability to work both collaboratively and independently.
When you are not immersed in code, you have strong interpersonal and customer service skills.
Not content to rest on your laurels, you are skilled at knowing when to adapt to new challenges, processes, and innovation.
You can surf the waves of change with a demonstrated ability to evaluate, develop/implement, and adopt new technologies.

Benefits and Perks
Medical, dental and vision insurance starting your first day of employment
$300/year reimbursement for any approved Well-Being related activity or purchase
$300/year reimbursement for any qualified energy investments through our Sustainability Benefit
$750/year to allocate in $50 increments to either Well-Being and / or Sustainability Benefit
5 weeks of CTO for all new hires...increase in CTO at 5 years of service
2 months paid sabbatical for all employees after 10 years of employment
Stocked kitchen with communal condiments, coffee and drinks
Open concept office space with unique meeting spaces to foster creativity and innovation (or just quiet, head’s-down time)
On-site gym access: treadmill, bike trainers, rowers, and full weight lifting gym, fitness class offerings and changing rooms with showers
Secure bike locker storage for commuters
Onsite EV charging stations
Community Solar options for BED customers
Flexible work schedule in a culture of trust and autonomy
Lakeside office location in Burlington, VT with tremendous views and bike path access"
90,http://www.indeed.com/rc/clk?jk=c73f329065550b21&fccid=ad49423ccbcc9b48&vjs=3,Java Software Engineer,Crossover,Remote,"Thanks for your interest in Crossover! You can find our job description
here
."
91,http://www.indeed.com/rc/clk?jk=a348e582e9a0b055&fccid=73ceef0a2153d2b8&vjs=3,"Intern, Software Engineering & Hardware Testing",Waymo,"Mountain View, CA","Waymo is the self-driving technology company with a mission to make it safe and easy for people and things to move around. Building on software and sensor technology developed at Google, Waymo is now launching the world’s first fully self-driving transportation service that will take members of the public from A to B at the touch of a button.

Software Engineering builds the brains of Waymo's fully self-driving vehicles. Our software allows our vehicles to perceive the world around them, make the right decision for every situation, and deliver people safely to their destinations. We think deeply and solve complex technical challenges in areas like robotics, perception, decision-making and deep learning, while collaborating with hardware and systems engineers. If you’re a software engineer or researcher who’s curious and passionate about Level 4 autonomous driving, we'd like to meet you.

In this role, you”ll:

Develop software for board level and system level testing of sensors used in self-driving cars
Develop software to bring up new hardware
Collaborate with Development and Hardware Test Engineering to conduct hands-on troubleshooting of PCBAs, subassemblies and systems

We’d like you to have:

Finishing BS or MS in Computer Science, Electrical Engineering , Computer Engineering in 2019
Strong experience in Python software development
Strong experience in Linux networking and troubleshooting
Experience in embedded software development
Experience in board level circuit testing and troubleshooting
Strong project management, problem-solving, and analytical skills

"
92,http://www.indeed.com/rc/clk?jk=5f0b0a7b94e4c2a4&fccid=a620d529552cb5ef&vjs=3,Backend and Infrastructure Engineer,"DeepMap, Inc","Palo Alto, CA","DeepMap​ is a fast growing startup company located in Palo Alto, California, in the heart of silicon valley. Our mission is to build revolutionary high definition mapping and localization services for self-driving cars. We have top notch engineers from the most prominent universities and software companies and are well funded by top ranked VCs. Business Insider ranked DeepMap as one of the top 17 startups launched in 2017 and one of the top 50 startups that will boom in 2018! You may read more details below:


http://deepmap.ai [http://deepmap.ai]
http://www.businessinsider.com/top-hot-startups-to-launch-in-2017-7/#deepmap-wants-to-help-self-driving-cars-see-the-road-6
http://www.businessinsider.com/50-startups-to-boom-in-2018-according-to-vcs-2017-11/#deepmap-special-maps-for-self-driving-cars-14

Our backend and infrastructure team is looking for a full-time software engineer. If you are an independent problem solver, have a strong drive to excel, and are looking for opportunities to make a big splash in the booming autonomous driving industry, this is the right place for you.

Responsibilities:

Design and develop internet service infrastructure software.
Design and develop complex data processing pipelines in cloud.
Improve infrastructure performance, scalability, and availability.
Help automate and streamline operations and processes.
Troubleshoot and resolve issues in both development and production environments.

Requirements:

B.S. in computer science or equivalent.
Minimum 3 years of industry experience.
Good programming skills with Java, C++, Python, shell script, etc.
Experience with big data technologies: Hadoop MapReduce, Spark, Kafka, Flink, NoSQL, relational database, etc.
Experience with cloud platforms is plus: AWS, Microsoft Azure, Google Cloud, etc.
Experience with building internet service automation pipeline is plus. Familiar with service build, deploy, and release process.
Experience with GIS or map related technologies is plus.
Experience with machine learning or computer vision algorithms is plus.
Good communication skills and team player.

"
93,http://www.indeed.com/rc/clk?jk=abf1bc8c63f43eac&fccid=43c25a101d193b25&vjs=3,Software Engineer,Group Nine Media,"New York, NY","As a Software Engineer on the Group Nine Media Tech team, you will be responsible for building content across all of our brands (Thrillist, NowThis, The Dodo, Seeker) in the most efficient and visually beautiful way possible. You’ll be delivering various forms of content to our millions of users, all while making sure we’re pushing the capabilities of our platforms to the limit.

You:

Have a strong background in web technologies, including a deep understanding of how a modern webapplication works end to end (HTTP, JavaScript, HTML, CSS, etc) and how applications perform under load
Are familiar with MVC web development frameworks like CakePHP, Rails, Laravel, Symfony or similar
Have a strong understanding of JavaScript applications and best practices (ES6 experience a plus)
Have a love and curiosity for technology, and a desire to stay familiar with the latest available technologies
Have experience with PHP or other server side programming languages
Have experience with Git or similar version control systems
Know how to research, implement, and evaluate new technologies from a technical and business standpoint
Have strong communication skills and experience working with multiple teams
Are interested in open-source and contributing back to the community
Are comfortable being on a team with varying skill sets, and mentoring wherever possible

Responsibilities:

Build and deploy new editorial and multimedia features on our content platform
Help our team improve the quality of our code through thoughtful collaboration, code and architecture reviews, and other software engineering best practices
Collaborate with the Design and Product teams to make informed technical decisions and find creative solutions for each project
Follow best practices, document your work, and hand off complex code bases to other developers
Be an advocate for efficient, organized code. We want you to own the front-end domain, knowing where and when to use a library (or write your own!)

Group Nine Media is the partnership of four mission-driven, category-leading brands covering food, drink & travel (Thrillist), news & entertainment (NowThis), animals & activism (The Dodo) and science, tech & exploration (Seeker). We're one of the world's largest digital-first media companies, boasting over 4 billion video views every month, while providing consumers 360-degree experiences across web, social, VR and live events.

We offer great benefits such as medical, dental, vision, matching 401(k), PTO, company paid AD&D;, Life Insurance, Short-term & Long-term disability, and much more!

Group Nine Media is an Equal Opportunity Employer and is committed to building an inclusive environment for people of all backgrounds and everyone is encouraged to apply. We do not discriminate on the basis of race, color, gender, sexual orientation, gender identity or expression, religion, disability, national origin, protected veteran status, age, or any other status protected by applicable national, federal, state, or local law.

Group Nine Media is also a participant in e-verify.

#LI-PC1
-------"
94,http://www.indeed.com/rc/clk?jk=d177e8c6178089f6&fccid=e6d4ba9e2cfe7902&vjs=3,"Software Engineer, Identity Platform",Atlassian,"Mountain View, CA","Job Description

Atlassian is looking for talented software engineers to build the next generation Identity Platform.
Over the last two years, Identity completely rebuilt their infrastructure around a micro services architecture with highly scalable services utilizing AWS resources. Aside from maintaining and growing user management features, Identity is responsible for operating its infrastructure reliably at a massive and constantly growing scale.
All products and services at Atlassian integrate with the Identity Platform, so you will collaborate with other Developer teams, Product Managers, Quality Engineers, and Support Engineers to ship an Identity experience that our users love. You will directly impact our customers' experience through the design and implementation of new features and functionalities. You will be a part of a small and high-energy team delivering improvements for our Identity infrastructure that powers all of our Cloud products.
More about you
On your first day, we'll expect you to have:
Specialization in Java and Spring Framework
Proven understanding of micro-services oriented architecture and extensible REST APIs
Experience with AWS cloud infrastructure
Fluency in any one database technology (e.g. RDBMS like Oracle or Postgres and/or NoSQL like DynamoDB or Cassandra)
Knowledge of the principles to construct fault-tolerance, reliability and durability within software systems
Knowledge to evaluate trade-offs between correctness, robustness, performance, space and time
Experience in taking ownership of features, while working with a team on short and long-running projects
It’s awesome, but not required if you have experience working with:
OAuth2, OpenID Connect, SAML protocols and encryption technologies
Relational databases, such as MySQL and PostgreSQL
Large scale distributed systems and event-driven architectures
Understanding of SaaS, PaaS, IaaS industry with hands on experience with public cloud offerings (e.g., AWS, GAE, Azure)
Familiarity with other programming languages and frameworks, such as Node.js, Scala, and Go
Practical knowledge of agile software development methodologies (e.g., XP, scrum)
Experience with continuous delivery and infrastructure as code
More about our team
We are a relatively new team within the larger Atlassian Platform services organization. We are always growing, learning, and adapting, in and out of the office, and are a team that's highly engaged and direct. We ask hard questions and support each other to constantly improve our work. We’re dedicated to being agile, which means we’re constantly learning about our users’ experience and iterating as much as necessary to improve. We also know all too well the importance of validating assumptions about users and use various types of testing to ensure we're right (or discover where we're wrong). It’s all about improving our user’s experience—no matter who or where it is. We live the company values with a strong customer focus and possess a healthy sense of urgency. We are a heavily data driven team, utilizing a variety of data collection, enrichment, analytics and visualizations to learn about our complex systems.
More about Atlassian
Software is changing the world, and we’re at the center of it all. With more than 80,000 global customers (including 85 of the Fortune 100) and a highly disruptive business model, we’re advancing the art of team collaboration with products like JIRA, Confluence and HipChat–and we’re just getting started. Driven by honest values, an amazing culture, and consistent revenue growth, we’re out to unleash the potential of every team. From Amsterdam and Austin to Sydney and San Francisco, we’re looking for people who are powered by passion and eager to do the best work of their lives in a highly autonomous yet collaborative, no B.S. environment.
We believe that the unique contributions of all Atlassians is the driver of our success. To make sure that our products and culture continue to incorporate everyone's perspectives and experience we never discriminate on the basis of race, religion, national origin, gender identity or expression, sexual orientation, age, or marital, veteran, or disability status. Qualifications

null

Additional Information

All your information will be kept confidential according to EEO guidelines."
95,http://www.indeed.com/rc/clk?jk=3299fa9ff03c33c0&fccid=c1099851e9794854&vjs=3,Maps Analytics Product Software Engineer,Apple,"Santa Clara Valley, CA","Apple Maps is one of the world's largest mapping platforms, serving billions of requests each week. The platform supports not only the Maps app on the iPhone, iPad, Apple Watch, CarPlay, and Mac, but also many third-party apps used by millions of customers around the world. We are looking for a dynamic, highly motivated individual to join the Maps Analytics Product team. This position is responsible for collecting data on the usage of Maps features and processing this data to enable measurement of the success of these features across millions of devices. You will be tasked with designing instrumentation specifications, working with the Privacy team to ensure we are collecting data in a privacy-protecting way, and writing Hadoop and Spark jobs to process the data into concise datasets used by other Maps teams. Daily duties also include working with various Maps teams to use the data we collect and produce to help inform design decisions, as well as create valuable signals that feed back into training models that help continuously improve the Maps product. In addition to being a strong software engineer, skills essential to this role include resourcefulness, high attention to detail, and being a great communicator and listener. The ideal candidate loves data and will dedicate his or her efforts to ensure we are collecting meaningful data to help continuously improve Maps.


Key Qualifications
at least 3 years of relevant work experience
Strong understanding of object oriented design and experience writing Hadoop and/or Spark jobs to process large amounts of data
Proficiency in Java, Bash, Python, SQL, HDFS, and other Hadoop tools (ie Hive, Hue, YARN, etc)
Proven ability to manage deadlines and work effectively with cross-functional teams
Must be resourceful, creative, and collaborative

Description
Write code to process huge amounts of data into coherent, concise datasets used by a myriad of other teams within Maps. Work with product and metrics teams to understand new features and create meaningful instrumentation specifications that will allow for diverse analysis. Interface with the Apple Privacy team to ensure our data collection protects our users' privacy. Ensure data quality by writing tests and monitoring alerts. Having a deep understanding of the data we collect to perform ad hoc analysis and inform other teams on how best to use this valuable data.


Education
BA/BS required"
96,http://www.indeed.com/rc/clk?jk=6ddf00bea1513c1e&fccid=b0df4b7a27afb8ab&vjs=3,"Software Engineer (Entry-Level), Visualization",TORC Robotics,"Blacksburg, VA","We are seeking a Visualization Software Engineer to create live 3D visualizations for autonomous vehicles.

As a key part of the autonomy team, you will be able to design and implement new visualizations that will provide awareness of the entire vehicle state as well as help with diagnosing perception or decision-making issues. You will have the chance to work with the entire group to provide new features as requested by other software teams. Both creativity and dependability will be important while working in quick-paced development cycles.

Responsibilities:
Develop new software for real time visualization of data from a variety of sources

Design clear visual representations of the environment from both map data sources and real-time perception

Develop tools to store and replay visualization data for off-line use

Competencies:
3D animation, game development, UX, UI experience

Web 3D graphics experience desired

Strong C++ skills

Experience with ROS or some other type of Inter Process Communication

Comfortable with 3D geometry and coordinate transforms

Clean design skills for both graphics and software architecture

0-5 years of relevant experience with ability to showcase prior work"
97,http://www.indeed.com/rc/clk?jk=30bc6a551631532b&fccid=b0df4b7a27afb8ab&vjs=3,"Software Engineer (Entry-level), Perception",TORC Robotics,"Blacksburg, VA","We are looking for a Software Engineer with an understanding of autonomous vehicles and expertise in computer vision, LiDAR data, or object tracking.

As Software Engineer on our Perception team, you will develop and test software components and algorithms for autonomous systems. You'll also be involved in creating systems that detect, classify, segment and predict obstacles in the vehicle's surrounding environment.

What you’ll be doing:
Develop and test C++ ROS software along the TORC perception pipeline, including object detection, classification, and tracking.

Required Competencies

Bachelor’s or Master's Degree in Computer Engineering, Robotics, or related technical field
0-2 years of relevant industry experience
Experience programming in C++ and ROS (Robot Operating System) and with efficient, clean code
Experience in robotics and/or self-driving technologies

What we want to see:
Experience working with:
Computer Vision
Lidar Processing
ROS (Robot Operating System)

C++ Libraries

PCL
OpenCV
Boost

Excellent software design and problem-solving skills
Python Experience
Multithreaded software development
Structured software development, automated testing, and deployment process"
98,http://www.indeed.com/rc/clk?jk=0516f1170204041e&fccid=b0df4b7a27afb8ab&vjs=3,"Software Engineer (Entry-Level), Mapping & Visualization",TORC Robotics,"Blacksburg, VA","We are seeking an Entry-Level Mapping & Visualization Software Engineer to develop software that enables map-based autonomous driving.

As part of the mapping and visualization team, you will be able to design, implement, and improve algorithms used to create and manage map data as well as algorithms used to localize a vehicle within the map in real time. Additional work in providing visualization solutions for the whole system will also be involved.

Responsibilities:
Develop new ways of gathering, processing, and representing data collected from sensors to generate maps used for autonomous driving

Improve efficiency of the map generation process

Create new ways to visualize data in real time from many software components

Competencies:
Strong skills in C++ with experience working in larger software projects (as well as a version control system)

ROS experience

Comfortable with 3D geometry and coordinate transforms

0-2 Years of relevant industry experience

Ability to implement algorithms efficiently and in a well-organized software architecture

Ability to troubleshoot software, optimize code, and perform unit testing"
