,job_title,company,location,summary
585,"CONTENT STRATEGIST, Marketing & Communications, Creative Services",Boston University,"Boston, MA","Interactive Design (http://www.bu.edu/id), the digital division of Boston University's award-winning Creative Services group within the department of Marketing & Communications, is seeking an experienced content strategist. The content strategist will be joining a growing digital strategy capability at Boston University and will be able to actively participate in shaping the discipline. If you have a deep understanding of advanced digital trends, outstanding analytical abilities, are a proactive problem-solver, and ask why? a lot, this role could be a good fit. You have experience with content auditing, information architecture and developing taxonomies. You are also adept at working with cross-functional team members to develop and implement digital content and applications. Sound familiar? Then we want to hear from you! If you're passionate, curious and conscientious, this is the place for you. You'll work closely with a team of developers, project managers, designers, account executives and writers all while being around some really nice people.

Required Skills

B.A./B.S. degree in communications or in a relevant field preferred. Three to five years professional experience in the field of content strategy-related experience. Strong writing, organizational, and communication skills. Proactive problem-solving skills. Strong presentation skills. Agency experience preferred. Qualifications and Skills: Experience developing content strategies for large web platforms, either academic or commercial. Knowledge of content marketing and distribution platforms. Excellent writing skills and ability to express complicated concepts simply. Experience defining key messages and insights for a brand. Understanding of modern content ecosystems (websites, print materials, social media, editorial properties, etc.) Ability to organize content via information architecture and user flows. Experience with content management systems (WordPress a plus). Light Google Analytics experience (page views, bounce rate, time-on-site, etc.) Strong interviewing and presentation skills.

Required Experience"
586,Data Warehouse Developer / Analyst,MathWorks,"Natick, MA","The Infrastructure, Architecture, and Tools team is looking for a motivated, fast-learning candidate to drive the design and development of data analytics tools and reports. You will be joining a fast-paced, dynamic software development team that is constantly solving new and challenging problems. We support the internal continuous integration system and many web-based applications that are the backbone of our development process. You'll be working with our internal teams to understand their data analysis and reporting needs in order to design, develop, and enhance our organizational data warehouse and data marts. This role is responsible for supporting the entire data warehouse lifecycle, including gathering requirements, data profiling, design, development, testing, ongoing support and enhancements. You’ll be using data gathered from our internal systems to help us improve our product development process and to evolve our applications to meet the needs of Development. Be the link between data providers and the Development Data Mart to ensure the right data is in the warehouse and is updated as changes occur in the data providers’ applications. Work with data providers to ensure source data collected can support the Infrastructure team’s needs.

Profile and understand large volumes of source data, including structured and unstructured data. Sources will include MySQL, SQL Server, flat files, and the Cloud.

Design and develop ETL code using scripting langues such as Perl and Python.

Regularly conduct ETL and database performance tuning. Look for ways to improve overall performance.

Identify opportunities to leverage existing metrics and develop new metrics to help move the organization forward by identifying waste in our processes.

Create and maintain a system that helps ad-hoc metrics providers move to a more robust and sharable reporting interface.

Develop metrics and processes to ensure quality standards are met on new and existing data.

Establish service level agreements and best practices with Business Partners for reports and ad-hoc analysis. 5+ years experience in business / intelligence, business analysis

Experience SQL coding/querying skills in SQL Server and/or MySQL

Experience with data warehouse design

Experience with one or more ETL tools such as Talend, Data Services, Data Integrator, Informatica, SSIS, etc.

Experience with Business Intelligence tools such as Microsoft Power BI, Tableau, Crystal, or Business Objects.

Experience with large relational data sets, including load performance, query performance, archiving, etc.

Experience working with unstructured or semi-structured data; time series data

Ability to provide total analytic support which includes data extraction from multiple sources, synthesizing and aggregating data and developing reports

Ability to clearly explain technical and analytical information (verbally, written & in presentation format).

Experience with MATLAB a plus

Experience with web development a plus A bachelor's degree and 3 years of professional work experience (or a master's degree) is required. The Infrastructure, Architecture, and Tools team is looking for a motivated, fast-learning candidate to drive the design and development of its data warehouse, data analytic tools, and reports.
#LI-PG1"
587,Senior UI Engineer,Resource Technology Partners,"Boston, MA","I am doing a confidential search for an exciting, rapidly growing SaaS startup in Boston. I am working directly with the CTO to build a brand new engineering team and the highest priority is to add a Senior UI Developer to engineer customer-delightful mobile and web applications that are easy to use and fully tested and monitored. This is an incredible, ground floor opportunity and this person will be a critical member of a highly efficient and cohesive engineering team.


You’d be a great fit if you possess the following qualities:

Primarily focused on the end-user and customer and their user experience needs
Passion for developing customer-delightful and easy-to-use user interfaces, working directly with and demonstrating a deep understanding of the end-user / customer
Passion for software development and modern software development practices, including lean and agile
Egoless and works and interacts well with software engineering, product management, business development and customers
Great listener and communicator, written and oral
Technically knowledgeable and not afraid to technically challenge engineers
Ability and passion to quickly learn new technologies and industries, staying up-to-date with technology and best practice trends
Results oriented, demonstrating a passion to release software, while not compromising on quality and being sensitive to the specific needs for the customer and the application’s usability

Experience/Background

5+ years of experience building customer-delightful user experiences
Direct and demonstrable experience building mobile and web applications and reporting user experiences, for internal and external customers
Demonstrable experience and knowledge of the differences between web and mobile application development and the tradeoffs of each
Experience and awareness building international applications
Direct experience with modern web and mobile development frameworks, e.g. React, Angular, Vue.js
Actively practicing lean / agile software methodologies or similar
Experience working cross-functionally with Software Product Management, Architecture, User Experience and users to realize application development vision

If you think you’d be a good fit for this role and would like to hear more, please respond with a copy of your updated resume, contact info and availability for an initial phone call.


OR


Reach out directly on LinkedIn:


Brett Casavant www.linkedin.com/pub/brett-casavant/67/112/1b3/"
588,Software Development Engineer-CCS Graduate Hire Program,"Businesses UTC Climate, Controls & Security","Ashland, MA","UTC Climate, Controls & Security (CCS) is a leading provider of heating, ventilation, air conditioning and refrigeration systems, building controls and automation, and fire and security systems leading to safer, smarter, sustainable and high-performance buildings. UTC Climate, Controls & Security is a unit of United Technologies Corp., a leading provider to the aerospace and building systems industries worldwide.
If you’re a current student or a recent graduate in Engineering or Computer Science you may be eligible for UTC Climate, Controls and Security’s New Graduate Hire Program. We are accepting applications for our 2018 program. The cohort starts in June and applicants must have received their degree prior to cohort start date. We’re looking for engineers who bring fresh ideas within the skills of the future- Cyber Security, Embedded Systems, Model Based Development, Software, Systems and UI Development. CCS’s New Graduate Hire Program provides a hands-on engineering experience in a supported, closely mentored cohort. Associates of the New Graduate Hire Program will obtain career development opportunities, exposure to leadership and will develop a strong professional network. The goal of the CCS New Graduate Hire Program is to help early career professionals become productive and successful engineers within the one year program.
Developers at UTC have a passion for writing object-oriented, reusable enterprise-level software. If you are looking for an opportunity to do application development in C++ and C#, or implement REST based APIs in a service-based architecture, we want to meet you. We are seeking an innovative, data driven, results-oriented Software Development Engineer to contribute to our growing delivery team.
The Software Development Engineer will review and contribute to requirements, plan and estimate development work, architect, design and implement software solutions, assist with test plans and documentation, and maintain those solutions. This position produces significant results through a broad and deep functional knowledge, demonstration of independence, sound engineering judgment, the building of strong coaching/mentoring peer relationships, and skills in software design, programming, and enterprise software.
Under minimal supervision, the Software Development Engineer can be responsible for several components of a project or a complex component of a larger project. This position contributes to their team by applying their advanced knowledge of one or more functional areas or disciplines.
What you’ll do:
Champion best practices for software development.
Work closely with platform and web developers to ensure the integrity of the application throughout the development life cycle.
Work within a cross-functional software team to produce tangible, functional deliverables.
Architect, design, and implement features in existing applications, new applications, and service-based solutions.
Translate agile software development stories into reusable units of functionality.

Qualification:
A minimum of five (5) years of experience developing server applications
REST or other web API knowledge and experience
Strong knowledge of a popular programming language and its paradigms
Experience with multi-threaded server applications
Familiarity with source control management
Excellent written and verbal communication skills
Excellent troubleshooting and problem solving skills
Comfortable with both collaborative and independent work
Assertive and respectful in technical discussions
Experience working with databases such as Microsoft SQL Server
Preferred Qualifications
Experience with Microsoft Visual Studio
Work with open source projects
Knowledge of Multiple languages and programming paradigms
Experience with Advanced Message Queuing Protocol (AMQP) or other message queue technologies
Experience integrating hardware and/or working with low level device protocols

Education:
Bachelor of Science or higher in Computer Science, Software Engineering, or related field with a GPA of 3.2 or higher

United Technologies Corporation is An Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other federally protected class."
589,Salesforce.com Developer,American Well,"Boston, MA 02109","Job Description

Participate in all phases of software development life cycle including functional analysis, development of technical requirements, prototyping, coding, testing, deployment, and end user support
Develop high-quality and scalable application logic with Apex and SOQL
Create highly interactive user interface using Visualforce, JavaScript, and jQuery technologies
Build custom applications using Salesforce.com and integrating Salesforce.com with other systems
Apply best practices and design patterns of best-of-breed enterprise applications developed on the Salesforce.com platform
Partner with American Well’s leaders to morph business requirements into technical solutions
Writing unit tests and integration tests for max test coverage
Improve the design of the code as the product evolves
Deploy and test code to ensure no defects
Adaptable and experienced working in a fast moving and growing organization Qualifications

 Bachelor’s Degree
 3+ years of effective Enterprise CRM configuration and deployment
Process knowledge of Sales, Service Cloud, and Communities
Salesoforce.com Developer Certification is strongly preferred
Extensive experience with custom objects, Marketing Cloud, Service Cloud, and Force.com platform functionality
Expertise in applying Apex, SOQL, JSON, JavaScript, jQuery
Strong knowledge of Salesforce.com developer toolkit including: Apex Classes, Controllers, and Triggers, Visualforce, Force.com IDE, Migration Tool, and Web Services


Additional Information

Your Team:
Should you join American Well and the Customer Operations team, you can expect:
The Customer Operations team is the backbone that fuels, influences, and supports all of American Well’s client facing teams. This is a unique and dynamic group with a wide array of operational and client-focused responsibilities. Working collaboratively with all core American Well teams from product, technology, services, clinical and marketing, the Customer Operations team manages everything from capturing revenue, to ROI analysis, to producing sales and training content, to proposal and RFP creation.
The Customer Operations team is comprised of creative, operationally-minded, and thoughtful individuals – all striving to deliver and propel American Well forward. Always one step ahead, their overall mission is to ensure that our client-facing teams, customers, and future customers are armed with the support, data, and resources required for success.
Ideal candidates will be quick thinking, resourceful, pro-active, and patient. If you have the ability to be at the epicenter of a fast-growing, innovative company – while keeping a number of balls in the air at the same time – this team is for you.
Working at American Well
American Well is changing how care is delivered through online and mobile technology. We make online doctor visits accessible to everyone for one-off care issues like colds or infections, and chronic condition management, such as diabetes or depression. We make the hard work of healthcare look easy and that requires a mission-driven mentality. We’re a “go getter” culture that pride itself on smarts, initiative, creative thinking, and a strong work ethic.
Our corporate headquarters are located in downtown Boston at 75 State Street –in the heart of the city. In addition to the opportunity to build the future of healthcare technology and a great location, we offer: Three weeks of vacation time 401K match Competitive healthcare, dental and vision insurance plans
 Free gym access – on-site
 Drop-off/pick up dry cleaning service
 Prime office space with views overlooking all of Boston
 Complimentary snacks and drinks"
590,"Field Sales Representative, Google Cloud",Google,"Cambridge, MA 02142","Telecommute options for this role are available in Hartford, CT.
"
591,UI Javascript Developer - Top Product Company (150-250k),Gambit Technologies,"Boston, MA","SUMMARY

An elite global technology product shop building a massively distributed parallel data processing platform is looking for strong full stack/front end engineers to completely re-architect and redesign their client facing Javascript / React / HTML5 front-end. In this role, you will work with world class technologists to design, build, and deploy high performance applications with seamless user experience in mind.

RESPONSIBILITIES

With tons of greenfield development on the horizon, the goal is to redesign decades of UI work across multiple products using Javascript / React / HTML5. These single page applications used by their fortune 100 clients will offer and intuitive, next gen user experience and you can be at the forefront of this adventure.

REQUIREMENTS


Recent hands on experience with Java, Javascript, HTML5, and React with great design skills
Computer Science degree from top school
Leadership experience within your team/school
Passion for technology and problem solving

"
592,Site Reliability Engineer,Fitbit,"Boston, MA 02210","At Fitbit, our mission is to help people lead healthier, more active lives by empowering them with data, inspiration and guidance to reach their goals.

We started our journey in 2007—as a team of two with one big idea. Since then, we’ve grown to over 1,500 employees, sold over 60mm devices, and built a health and fitness community across the globe. In fact, the Fitbit Community has taken enough steps to walk from the Sun to Pluto! Offering award-winning products, a top-rated mobile app and an easy-to-use online dashboard, Fitbit provides personalized experiences that help our users reach their goals. With a reenergized focus on innovative devices, interactive experiences, and enterprise health we are transforming the way consumers and businesses see health & fitness.

From your first steps as a Fitbitter, you will be at the forefront of developing new products. Our culture combines the spirit of startup with the perks of being public. We offer a competitive benefits package and amazing perks like unlimited snacks, Friday happy hours, onsite workout classes, and a strong focus on a healthy work-life balance. As part of our team, you’ll have the opportunity to grow your career, contribute your ideas to life-changing products and services, and—above all—have fun doing it.

Fitbit’s HQ campus is located in the heart of San Francisco with office locations in Boston, San Diego and around the world. Think you’ve found your fit?

The role

Site Reliability Engineers are responsible for the pulse of the software ecosystem. We monitor and improve the system and suggest improvements for implementation by others. The name of the game is automating our job, because hiring linearly with our traffic growth is unsustainable. We are involved in incident and change management. We also act as consultants for engineers when new code and services are getting ready to launch.

Responsibilities


Detective: SREs handle problems in live production systems, both on their own and in collaboration with systems and application engineers.
Ambassador: Keep the company informed about the status of Fitbit services, the impact of known issues, and the progress of ongoing investigations.
Developer: Design and refactor parts of the Fitbit backend system for stability and performance, and write tools and scripts to automate maintenance and monitoring tasks.
Coach: Meet with other teams and attend architecture reviews, and offer advice on how to implement features that are efficient, highly available, and fault-tolerant.

Requirements


You have 3+ years of experience as a software engineer, site reliability engineer, or operations engineer
You're very comfortable with the Java language and ecosystem
You can work independently with limited supervision
You can communicate effectively with peers and to tailor your communication to your audience
You have a willingness to dive in and assist coworkers when incidents arise
You're willing to participate in the team’s production on-call rotation

Nice-to-haves


Some familiarity with Python and its ecosystem
Expertise in concurrency and multi-threaded code (particularly in Java)
Experience working with high-traffic, scalable web applications and services
Experience building, deploying, and operating your own web service
Experience being part of an on-call rotation and responding to production incidents
Experience with one or more of the technologies in our stack (or similar technologies):
OS: Linux
Languages: Java, Python
Frameworks: Hibernate, Spring, Finagle, Finatra, Thrift
Databases: MySQL, Cassandra
Messaging: Kafka
Caching: Memcached, Redis
Logging and Monitoring: Prometheus, Graphite, StatsD, Nagios, Logstash, Kibana
Other: Aurora/Mesos, Tomcat, Elasticsearch, Puppet, Ansible, Terraform

Fitbit is proud to be an equal opportunity employer. We recruit, hire, train, promote, pay, and administer all personnel actions without regard to race, color, ancestry, national origin, citizenship, religion, age, sex (including pregnancy, childbirth, and medical conditions related to pregnancy, childbirth, or breastfeeding), sex stereotyping (including assumptions about a person’s appearance or behavior, gender roles, gender expression, or gender identity), sexual orientation, gender, gender identity, gender expression, marital status, medical condition, mental or physical disability, military or veteran status, genetic information or other statuses protected by law. We interpret these protected statuses broadly to include both the actual status and any perceptions and assumptions made regarding these statuses.

San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance Fitbit will consider for employment qualified applicants with arrest and conviction records."
593,JAVA Developer Mid-Senior Level,Craig Technologies,"Cambridge, MA 02142","Title: Mid-Senior Level JAVA Developer
Location: Cambridge, MA
Clearance Required: Eligible for Public Trust
US Citizenship requirement: YES (3 year minimum)
Req #: 1721
Salary: Competitive
This position is contingent upon funding.*
The position requires experience with analysis, design, development, integration and testing of Java-based systems and applications. The candidate should also have experience with systems analysis and design, system architecture, tradeoff analyses and making key system and software design decisions.
 Essential Job Functions
Works with users and analysts to design new application functionality
Analyzes customer and system requirements, and develops system and software requirements
Conducts technology and design trade-off analyses to inform key design decisions
Designs new capabilities and enhancements for IT systems and software
Develops, tests and documents web-based applications requiring an understanding of Oracle databases and Linux/Unix operating systems
Uses database management software and software development tools to develop software applications
Applies Federal standards and other guidelines for development of secure and Section 508 compliant systems
Demonstrates teamwork and ability to work independently
Required Technical Skills:
A minimum of 4 years of experience in J2EE development using application servers such as JBOSS, WebSphere or WebLogic
Knowledge of Oracle and SQL
Solid troubleshooting skills
Bachelor's degree or equivalent combination of education and experience
Preferred Technical Skills:
Knowledge of two or more of the following: Hibernate, JPA, SEAM, JAX-WS, JAX-RS
Experience with XML/JSON and developing SOAP and REST services
Experience with identity management systems for authentication and authorization
Experience with secure application development, database encryption techniques, and protection of personally identifiable information (PII)
Experience with Maven
Experience with Subversion
Bachelor's degree in computer science, information systems or related field
Experience with database design and archival storage/retrieval of historical records
Education:
Bachelor's degree or equivalent combination of education and experience

Candidate must be able to obtain a Public Trust Clearance.
All candidates selected will be subject to a security background investigation and must meet all eligibility requirements for access to classified information. ***
Please return to the People Department (People@craigtechinc.com or 321.260.1032) once completed"
594,Senior Application Administrator - ServiceNow,Tufts Health Plan,"Watertown, MA 02472","The application administrator is responsible for providing support for one or more existing software applications. This includes application issue-analysis/resolution, configuration, managing security/permissions, and providing assistance to users. This will require the administrator to learn the business use of the application and utilize SQL and other tools to analyze data interactions. The administrator will work within a small team and will communicate findings/resolutions to other IT professionals and business users.

PRINCIPAL DUTIES AND RESPONSIBILITIES


Provide enterprise-wide technical support for the company's main managed care applications. Key responsibilities include application configuration, security, problem identification & resolution, and application support.
Analyze, test and document application programs, scripts and other tools as requested by users or required to automate production, and assigned by management, using SQL and/or other programming tools.
Serve as the key contact for assigned applications. Stay current with all application upgrades and enhancements. Work with vendors and internal technical teams to resolve issues, install and test upgrades and customizations.
Coordinate with departments to provide application training/education, and documentation.
Work with the business units to learn their processes and how they are applied within the supported application.
Monitor assigned systems and applications performance to maintain agreed to performance metrics. Take proactive steps to improve performance when necessary. Escalate issues to management.
Troubleshoot assigned application problems, reporting problems and/or recommending customizations to management.
Collaborate and participate as needed on any Disaster Recovery Planning efforts.
Participate in technical on-call services as needed.
Provide periodic status reports to management.
Represent Network Health at applicable activities including system user groups and other health data system organizations.
Maintain professional growth and development through self-directed learning activities and involvement in professional organizations.
Ensure that all applications, systems comply with HIPAA security and privacy guidelines
Performs other duties as assigned.

EDUCATION: (Minimum education required)

Bachelor's Degree in computer science, information science, management information systems, or equivalent field
Masters preferred

EXPERIENCE: (Years of experience)

6-10 years work experience

SKILL REQUIREMENTS: (Include interpersonal skills)

Fully competent in all core communication skills described for the Application Administrator as a result of professional experience and development activities.
Communications are polished, concise, proactive, timely, and appropriate for the setting/forum.
Uses well-developed communication skills to collaborate with colleagues as a technical mentor, sharing technical information, knowledge, and expertise.
Has developed strong working relationships with colleagues. Ability to work collaboratively with developers to determine and implement optimal application configurations
Possesses the ability to communicate technical information to the business, adjusting messaging to fit the needs of the audience.
Assigned the most complex application vendor management -- communicating requirements to vendor, reviewing vendor work, managing production issues with vendor, following up with vendor to ensure that all tasks and assignments are completed
Acts as a technical mentor -- sharing knowledge and expertise with colleagues and playing an active role in developing technical expertise in colleagues.
Tasks extend across applications and platforms. Ensures that application changes are propagated properly across platforms.
Fully competent in all aspects of application administration -- able to analyze, estimate, and implement enhancement requests that improve end-user functionality, system stability, and maintainability.
Supports critical, high-impact business applications with significant risk associated with failure.
Assigned the most complex application vendor management -- communicating requirements to vendor, reviewing vendor work, managing production issues with vendor, following up with vendor to ensure that all tasks and assignments are completed
Possesses the experience and expertise to respond quickly in a high pressure environment to needs for system upgrades and application patches with limited lead time.
Demonstrates flexibility in responding to business/end-user requests and requirements.
Excellent triage and decision making skills and ability to react with composure to high impact production issues, research root cause and return systems to fully functional state with minimal disruption.
Meticulous attention to detail and excellent follow through skills to maintain highly complex configurations across multiple environments.
Flexibility to work off hours to maintain systems outside of their peak operating windows.
Significant experience combined with a strong understanding of application administration.
Understanding of the role the application serves in the total business solution
Understanding of the job scheduling implications both within and outside of the application

TECHNICAL SKILL REQUIREMENTS:

Expert in ServiceNow applications development including modification of existing ITSM modules (Incident, Problem, Change, Service Catalog, Service Request, Asset Management, CMDB etc.) and custom application development.
Work with process owners to analyze requirements and architect/ design solutions on ServiceNow platform.
Good experience in Glide Scripting/ Java scripting and SQL scripting.
Hands-on experience with integration of ServiceNow platform and applications with other custom and vendor based applications (Web services, SOAP, REST, email, LDAP, inbound/outbound data exchange etc.).
Strong knowledge relational database concepts.
Experience in problem solving and troubleshooting production issues on ServiceNow platform.
Follow ServiceNow process, procedures and coding standards.
Experience in handling code conflicts, version control and clone.
Experience with Discovery and MID server setup and configuration.
Experience with configuration and customization of discovery probes and sensors.
Perform routine Discovery and CMDB maintenance.
Good knowledge of Asset Management and CMDB modules.
Knowledge of Orchestration.
Ensure security and integrity of data in the ServiceNow Platform.
Experience in developing Custom Reporting on ServiceNow Platform.
Capable of planning strategic short term and long term roadmap for ServiceNow Platform and applications.
ServiceNow advanced administration certification would be a plus.
Strong knowledge of ITIL v3 methodologies and ITIL certification would be a plus.

WORKING CONDITIONS AND ADDITIONAL REQUIREMENTS: (include special requirements, e.g., lifting, travel, overtime)

Required to participate in on-call requests.
May require occasional weekend work as deadlines require.

CONFIDENTIAL DATA: All information (written, verbal, electronic, etc.) that an employee encounters while working at Tufts Health Plan is considered confidential. Exposed to and required to deal with highly confidential and sensitive material and must adhere to corporate compliance policy, department guidelines/policies and all applicable laws and regulations at all times.

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled"
595,IBM Websphere Portal - Developers and Admin,raag solutions,"Framingham, MA","Relevant Experience: 6 - 10 Years’ Experience with Administration of WebSphere Application Server and Portal v7 (or newer versions). Experience with Administration/troubleshooting of IBM Web Content Management (WCM) v7 or newer. Experience working with IBM Connections5.0 or newer. Experience with WebSphere Portal application troubleshooting v7 or newer (JSR-168, JSR-286, WSRP, etc.). Experienced with the installation, configuration and customization of IBM

Websphere suite of products. Knowledge and experience with the various security components such as WebSphere security, LDAP, SSL certificates and other third-party security products (SiteMinder)

Necessary Skills:
Strong IBM WebSphere Portal version 8.0/8.5 , Forms Experience Builder (FEB) v8, Connections v5 , WebSphere Content Management( WCM ), Connection Content Management (CCM) , WebSphere Application Server(WAS) administration skills
Experience with XML access, WCM Syndication and Portal Deployment best practices
Experience with installing and configuring Portlets
Ability to plan Portal installation, upgrade and cumulative fix and produce written documentation (procedures and work instructions)
Experience in RHEL (Red Hat Enterprise Linux)
Experience Designing and Implementing IBM WebSphere Portal Security with Single Sign-on and LDAP
Experience working with IBM Tech Support
Strong problem resolution and debugging skills related to IBM WebSphere Portal and components
Familiarity with systems/process integration, web services architecture, network architecture, network security and databases
Knowledge of IBM WebSphere Portal data model and table structures to help design scripts to automate WebSphere Portal and Web Content Management (WCM ) Workflow
Outstanding ability to listen and really 'hear' the customer
Good communication, interpersonal skills backed by sound analytical, technical and leadership skills.
Excellent analytical and troubleshooting skills

Preferred Skills:
Experience with building portlets and pages on WebSphere Portal Server 8 including WebSphere Portlet Factory (using Eclipse), Portlet API (JSR 168) and Portal Development Toolkit and RAD (Rational Application Developer).
Experience in developing functionalities using Forms Experience Builder (FEB)
Experience in designing and developing pages using Web Content Management (WCM) , Connection Content Management (CCM), Forums and Blogs
Experience in developing and deploying J2EE applications on WAS using WAS admin console and scripting tool.
Integrate and implement Portlets using Web services
Experience with HTML5, CSS, Javascript and jQuery and JSON
Experience in web based/server-side applications using J2EE Technologies (Java, Swing, JDBC, JSP, Servlets, EJB, XML, DOM/SAX, Struts, Spring and Web Services
Knowledge of Microstrategy SDK"
596,Data Warehouse Engineer,Steward Health Care,"Dedham, MA","Summary
Steward Software Development is looking for a driven, pragmatic Data Engineer with real-world experience creating and maintaining enterprise-grade data solutions in the cloud. Utilizing industry-leading technologies and modern architectural concepts, the Data Engineer will provide expertise in multiple areas including data systems design, web-based workflows (ETL), advanced analytics, BI, Big Data, cloud storage and cloud processing.
Key Responsibilities
Design, build and implement enterprise-grade data solutions for large-scale, multi-tenant web applicationsProduce high-quality, well architected solutions with an upfront focus on testing and long-term supportEnsure best practices and industry standard patterns are utilized whenever possibleActively review existing code and other developers' work and provide feedbackCollaborate with developers and analysts on technical and functional designsWork with the Product Owner and key stakeholders to fully understand functional requirements for enhancements and new productsAssist with project scoping, sprint and release planningWork with QA and DevOps to perform unit/integrated testing and assist with development of automation strategies and toolsCollaborate with DevOps to help identify areas for performance improvementAdvocate Agile Software Development principles and practicesParticipate and assist in conducting daily scrum meetingsContribute to team body of knowledge by educating colleagues on industry developments and new client-side technologies
Qualifications
Education
• BA/BS/MS in Computer Science or related 4+-year technical degree
Experience
3+ years of experience in data engineering, or equivalent DBA + software development
Skills
Solid background in computer science and mathematicsProficient with relational database management systems, preferably Microsoft SQL ServerProficient with SQL and preferably with T-SQLDemonstrated experience developing and supporting high performance batch extract, transform, cleanse and load processes using industry standard tools such as SQL Server Integration ServicesExperience with SQL Server Analysis Services and Data Analysis Expressions (DAX)Experience with BI tools such as SQL Server Reporting Services, Power BI, TableauExperience with real-time data processing and integration in the cloud (IoT) with technology like Microsoft Azure Stream AnalyticsKnowledge and some experience with Big Data technologies such as Hadoop, HDInsight, Azure Data LakeProficient in object-oriented programming concepts and development techniquesProficient with at least one OO language, preferably C#Experience with server-side frameworks and environments such as ASP.NET MVC, Python, PHP, NodeKnowledge of ORM tools like Entity Framework, NHibernate, DapperKnowledge of service-oriented architecture (SOA) and related architectural styles using REST, SOAP, RPC, XML,Experience with modern distributed version control systems like GitExperience with test, build, deploy (CI) software such as Microsoft Team Services, Bamboo, Jenkins, TeamCity, etc.Experience with an integrated development environment (IDE), preferably Visual StudioExperience working in an Agile-based development environment and knowledge of different methods such as Scrum, Feature-driven development (FDD) and Kanban
General
Strong analytical and decision-making skillsExcellent oral and written communication skillsStrong desire to seek out and learn new technologies and development practicesAbility and willingness to adapt quickly to changing priorities and requestsAbility to thrive under pressure and take control of urgent and demanding issues
About Steward Software Development
Steward Health Care is working on something profoundly different. We have an unwavering commitment to enhancing care delivery with the use of cutting edge technology and we are looking for highly skilled engineers with the desire to apply their talents to something genuinely valuable. It's time to truly advance the way we provide care.
The Software Engineering team at Steward Health Care is focused on advanced web-based application development utilizing industry leading predictive modeling and cloud computing to provide elegant, innovative solutions in a myriad of care settings. We believe in a culture of trust, open communication and regular collaboration that allows the cultivation of team harmony. Our environment values hard work, creativity and a devotion to learning. We love to be challenged, have an innate need to solve problems and enjoy unparalleled satisfaction from delivering beautifully crafted solutions."
