,id,url,location,job_title,company,summary
29,29,http://www.indeed.com/rc/clk?jk=fdcad8ca7ed99de0&fccid=f490aa2d3c80bc75&vjs=3,"Cincinnati, OH",Front End Web Developer,Paycor,front end web developer cincinnati oh job summary paycor is changing the way employers and employees interact and how companies manage their workforce. we’re looking for a skilled front end web developer to join our team of designers that will revolutionize our products and client experiences. does this sound like a team you want to be a part of our team is constantly building and modernizing our ui to create the best possible experience for our users. as a front end web developer you will be in a critical role to help bring our amazing designs to reality. you will work closely with our product design team to gain an understanding of our design vision and front end toolset. you’ll be the key owner and engineer of our centralized style sheets and ui components. and even better you’ll boost the productivity of the developers around you by creating reusable ui assets that can be leveraged directly into their projects. essential duties and responsibilities generate a centralized style guide system for building out new applications and achieving a unified visual style across our legacy applications break down elements of paycor’s style guide into reusable components using css html js style and distribute 3rd party components for the more complex needs coach and assist development teams on using common ui library and css that you’ve created work closely with product designers to understand the interaction and visual nature of their designs in order to add them to the ui library. requirements to perform this job successfully an individual must be able to perform each essential duty satisfactorily. the requirements are representative of the knowledge skill and or ability required. bachelor’s degree in a technology field of study or equivalent training experience proficiency with css preprocessors less sass expert level experience with at least one web layout framework bootstrap preferred proficiency with html5 css and javascript es6 with some knowledge of js frameworks such as react redux angularjs node.js ember.js jquery . experience with build frameworks like grunt or webpack is a plus. three years of experience in a software development role preferably working on saas applications one or more years of experience modifying and centralizing css for enterprise applications two years working with user experience or product designers on building products from wireframes and mockups three or more years working closely with agile teams a proven ability to work collaboratively with others and the ability to assist others with technical topics to be considered for this role you must provide an example of your past work which can include centralized style repository design for use by multiple applications reusable web controls either built or extended to meet business requirements css less sass process diagram. any example should include versioning. #li sv1
30,30,http://www.indeed.com/rc/clk?jk=60ce8ddd515a9a64&fccid=5c416f76aca2d73b&vjs=3,"Lehi, UT",Web Developer (FT),BlenderBottle,summary web developer team members are responsible for the development and maintenance of internal and external web applications including customer facing sites and employee productivity tools. web developers focus primarily on web application development with some exposure to infrastructure provisioning and maintenance and cloud computing technologies. web developer job duties web developers are primarily responsible for prioritizing designing implementing and following up on the implementation of modules in existing or new web applications. job responsibilities include develop and maintain internal and or external web applications self starter able to work on most important priorities with minimal oversight communicate effectively with key project stakeholders and users to ensure proper deliverable fulfillment help in other areas as directed by the it manager web developer knowledge and skills html css and basic javascript required experience in at least one backend language and or framework php nodejs preferred enjoy working in a fast paced environment able to take initiative and adapt to different circumstances keen attention to detail commitment to maintain confidentiality company description blenderbottle is a fast growing company offering great opportunities for growth and advancement. we are the inventors wholesalers of the best selling blenderbottle classic blenderbottle sportmixer and blenderbottle gostak. our products are sold worldwide through major retailers including target gnc whole foods markets wal mart bed bath and beyond etc. to learn more about our growing product line visit www.blenderbottle.com.
31,31,http://www.indeed.com/rc/clk?jk=28fc0cd8f0a7b489&fccid=1ba7f338730ce720&vjs=3,"Stanford, CA",Web Developer,Stanford University,job purpose the stanford university graduate school of education gse is a top ranked school of education known for its prestigious faculty rigorous graduate degree programs and its impact on the quality of education across the world. the gse is committed to developing leaders in education research practice and policy. our community includes over 60 faculty 400 students 200 staff 8 000 alumni and countless people from the local and global communities we work with and impact. the work environment is dynamic deadline driven fast paced and energetic. as a part of the graduate school of education it web services team this position will be primarily focused on creating and maintaining websites. the incumbent designs builds and implements new high quality high performance websites web based applications and tools that maximally leverage available technology infrastructure. this work requires a balance of excellent communication skills attention to detail and respect for community embraced best practices to keep the management and publishing of stanford gse websites scalable consistent and standards compliant. core duties design implement and deploy web based applications and websites from initial design and architecture through development test and deployment. interpret website design and layout visually in a creative contemporary style and fully integrated manner. ensure high quality and consistent look and feel across multiple devices and browsers. implement and maintain content management systems drupal wordpress including installation configuration troubleshooting and creation of stanford specific modules. perform selected website administration duties for existing clients. ensure web server and site technical performance. create web pages and tools for stanford websites using core technologies. create and or modify clean well structured search engine optimization friendly documented code. provide technical expertise in front and back end web development. support web infrastructure by providing end user support applications maintenance product evaluation back end development and internal management tools. develop and document functional specifications based on requirements gathered from stakeholders. support the implementation of life cycle. research evaluate and enforce web standards for usability and accessibility. evaluate third party modules for functionality accessibility security and maintainability. help develop and deploy upgrade migration plans for existing content management system as needed. qualifications education and experience bachelor’s degree and three years of relevant experience or a combination of education and relevant experience. minimum knowledge skills and abilities excellent communication and interpersonal skills. expert level knowledge of front end development languages and ability to hand code html css and javascript. in depth knowledge of content management systems such as drupal including the ability to perform standard installations and configurations. strong knowledge of php. expert knowledge of responsive design media queries and mobile css frameworks such as twitter bootstrap. experience working with designers to bring wireframes and design mockups to life. demonstrated ability to develop complex websites and web applications using open source tools languages libraries and current standards compliant code. solid understanding of web standards accessibility and usability methods. experience and strong skills in git. demonstrated ability to write compile test debug and deploy software. knowledge of web analytics tools and related analyses. ability to design and manage relational databases. ability to design and implement web services. ability to interact positively with and build consensus among a diverse group of colleagues clients and senior leadership. certifications and licenses none physical requirements constantly perform desk based computer tasks. frequently sit grasp lightly fine manipulation. occasionally stand walk writing by hand. rarely use a telephone lift carry push pull objects that weigh up to 10 pounds.consistent with its obligations under the law the university will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of his or her job. working conditions may work extended hours evening and weekends. work standards interpersonal skills demonstrates the ability to work well with stanford colleagues and clients and with external organizations. promote culture of safety demonstrates commitment to personal responsibility and value for safety; communicates safety concerns; uses and promotes safe behaviors based on training and lessons learned. subject to and expected to comply with all applicable university policies and procedures including but not limited to the personnel policies and other policies found in the university's administrative guide http adminguide.stanford.edu candidates should submit a cover letter outlining why this position is of interest and they feel they’re qualified and a resume along with the online application. successful candidates will be required to complete a background check prior to working at stanford university. visa sponsorship is not available for this position; all candidates must be eligible to work in the us. stanford is an equal opportunity employer and all qualified applicants will receive consideration without regard to race color religion sex sexual orientation gender identity national origin disability veteran status or any other characteristic protected by law. consistent with its obligations under the law the university will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of the job. job information technology services location graduate school of education schedule full time grade h job code 4872
32,32,http://www.indeed.com/rc/clk?jk=80d3b1a2f789d4f1&fccid=4c01359c1a922c04&vjs=3,"Houston, TX",Front End Web Developer,MRI Technologies,mri technologies is seeking a front end web developer for a position on a government contract through nasa johnson space center in houston tx. seeking a front end software engineer proficient with javascript html and css and experience building rich web based user interfaces. must have a working understanding on utilization of a rest based http api for building reactive user interfaces. experience with vue.js cypress.io webpack and node.js preferred. appropirate candidate will be self motivated and self directed have a strong eye for user interface design in enterprise settings and an understanding of modern responsive web design standards. required technical skills javascript html css sass git preferred technical skills vue.js webpack node.js education high school degree or equivalent required must be a u.s. citizen and successfully complete a u.s. government background investigation.
33,33,http://www.indeed.com/rc/clk?jk=91ccb23e10da4485&fccid=2f50d5453f7b00f2&vjs=3,"Dallas, TX",Web Developer,The Pursuant Group Inc.,as a web developer you will assist with the creation of emails websites and landing pages for use in nonprofit fundraising campaigns. these sites make use of a wide variety of technologies including php jquery javascript sql and css. you will be responsible for transforming a flat design to a fully functional error free email and or webpage according to a client’s specifications. you want to be a part of a bigger mission where you can rally around a common purpose to achieve a goal. during times of disruption and chaos you see great opportunities. vision passion drive integrity and excellence are all attributes you possess and look for in your leaders and peers. responsibilities handle the delivery list creation and segmentation personalization and messaging scheduling analytics and test and learn strategies for all email campaigns. ensure emails are mobile responsive and sent in proper form and template. style out cross browser compliant microsites and landing pages based upon provided designs. modify and integrate with basic database back ends to suit the needs of a microsite. create fully functioning and well documented code that meets all documented requirements. thoroughly test any developed sites and emails to ensure functionality and error free deployment. incorporate other developers’ existing code where applicable to speed up development cycles. work independently to develop components in their entirety. support additional duties and responsibilities as assigned. qualifications education computer science or a similar degree or commensurate work experience skills experience detail oriented responsible and committed to delivering on time without errors or mistakes. excellent communication skills and the ability to manage and work well within a team environment. self motivated independent resourceful. effectively manages and has comfort with ambiguity. flexible and comfortable with change. strong work ethic personal initiative ownership to produce high quality deliverables. a minimum of 2 3 years of experience coding in sql php and jquery javascript. experience with sql should include the creation of tables as well as simple insert update and select queries. a basic understanding of the php page life cycle variable scope and classes are required. experience integrating php with mssql mysql and outside web services is a must. ability to manage multiple projects in a fast paced deadline driven environment.
34,34,http://www.indeed.com/rc/clk?jk=10b76de6f27fab71&fccid=f2fb947893950a7d&vjs=3,"Tampa, FL",Front-End Developer/Designer,MyArea Network,myarea network is seeking experienced web developers with a primary focus on the development of the user experience and bridging the gap between the design and technical development. developers are working on a multi developer enterprise application that serves both local consumers and businesses.responsibilities develop new user facing features.build reusable code and libraries for future use.optimize application for maximum speed and scalability.manage departmental ticket queues inboxes and assigned project tasks.collaborate with other team members developers and stakeholders.assists on other special projects and reasonably related duties as requested.requirements bachelor's degree or 2+ years of computer science or graphic designproficient knowledge of php development and web application architecture.proficient understanding of code versioning tools such as git.expert front end experience with html css and javascript.proficient understanding of client side scripting and javascript frameworks including jquerystrong verbal and written communication skills.excellent time management and organizational skills with the ability to multi taskability to adapt to change in a fast growing environmentyou value code quality and maintainability.you have experience working remote or with a remote team.so what’s in it for you we offer our employees initial and ongoing training a comfortable work environment with desktop computers and a benefits package that includes 14 days pto8% discount on all personal at&t; cell phone servicesdiscounts and free passes to all types of businesses events and festivalssend us your cover letter and resume today to be considered for the front end web developer position.job type full timesalary $50 000.00 to $60 000.00 yearjob location tampa fl
35,35,http://www.indeed.com/rc/clk?jk=d6cdd969399f3bcf&fccid=1d328a730c92da48&vjs=3,"Bellevue, WA",Web Developer (Part Time),City of Bellevue,bellevue the fifth largest city in washington is a thriving diverse metropolis and a high tech hub with a population of more than 130 000. the city of bellevue is seeking a variable part time 28 hours per week web developer to join the application development team in the information technology department. the web developer will primarily develop and enhance finance related web applications. if you are interested in increasing your technical depth and value work life balance this is a great opportunity to learn and grow and use your technical skills to make a lasting impact. at the city of bellevue you'll be part of a team committed to providing exceptional customer service upholding the public interest and being a part of the community vision. our people bring unique skills and qualities to the table embrace the values of honesty accountability and commitment to service and take pride in the work they do. you'll work in an environment where being innovative collaborative and future focused are the status quo. bellevue welcomes the world. our diversity is our strength. it's what makes the city of bellevue an exciting place to work live and explore. essential duties and responsibilities work with department customers to understand and gather business requirements and create functional prototypes develop and enhance web applications develop interfaces and solutions to integrate enterprise systems to streamline business processes troubleshoot and resolve technical issues support and maintain existing applications with an eye towards continuous improvement create technical documentation for web applications and tools qualifications education & experience requirements associate degree or higher in computer science or related technical field three or more years of progressively responsible experience as a web application developer. or any equivalent combination of education experience and training that provides the required knowledge skills and abilities proficient in c# familiarity with .net framework experience developing applications using asp.net mvc experience using microsoft sql server database strong understanding of object oriented programming and design patterns desired qualifications detailed oriented experience developing applications using asp.net web forms experience using entity framework code first experience using jquery experience with agile software development process knowledge of vb.net other for questions regarding this position please contact charles wesley at 425 452 4380. the city of bellevue supports workplace diversity and does not discriminate on the basis of race color gender sexual orientation gender identity or expression religion national origin marital status age disability veteran status genetic information or any other protected status. persons needing assistance in the application process may call the human resources office at 425 452 6838.
36,36,http://www.indeed.com/rc/clk?jk=92258e9fe327ecf1&fccid=3ddb4c378ab6ebf0&vjs=3,"Phoenix, AZ",INTERN - Web Developer,Choice Hotels,in the hospitality industry people matter. that's why here at choice we're always looking for exceptional people people who will challenge us make our team stronger smarter and more complete. people who know how to roll up their sleeves and tackle the job at hand; who go the extra mile to get the job done and done well. at choice we are looking for employees to connect the world through the power of hospitality and we offer support training and a collaborative workplace atmosphere that makes us a great place to bring together people brands and technology that enable success. who are we looking for maybe it's you. summer internship program this isn't summertime busywork at choice every intern becomes an integral part of our team...and gets paid for it our uniquely designed program offers interns valuable exposure into the hospitality industry and cutting edge technology experience of a leading organization. our comprehensive program promotes growth through various opportunities including practical work experience and participation in a critical business project in a chosen field learning and networking opportunities with senior leaders and an intern led service project supporting our corporate social responsibility initiative. this program is designed to provide students with an enriched experience in corporate dynamics collaboration and their individual areas of interest. the role the digital experience team focuses on key initiatives including but not limited to minor site enhancements and site optimization for choice hotels.com responsibilities front end hands on development in angular react html5 javascript css participate in code reviews participate in documentation skills you have front end technologies angular or react javascript html5 css learning on the fly passion this is a graduate level intern opportunity must be able to uphold choice’s values & performance principles of collaboration performance excellence sense of urgency innovation inclusion & diversity integrity & trust customer focus and respect must be able to uphold choice's values & performance principles of accountability collaboration performance excellence sense of urgency innovation inclusion & diversity integrity & trust customer focus and respect.
37,37,http://www.indeed.com/rc/clk?jk=419e48b10dd9cbfe&fccid=91130868bafbe7a0&vjs=3,"Chantilly, VA",Web Developer,AbleVets LLC,overview ablevets llc is a fast growing service disabled veteran owned small business sdvosb providing healthcare information technology services and resources to help the va and dod improve the lives of the people they serve. ablevets has an opportunity available for an experienced motivated junior web developer to support healthcare information technology projects for our customers. this position is located in our chantilly va office or remote. essential functions and job responsibilities this position is for a web developer to work in a fast paced agile environment. the successful candidate is responsible for participating in the full agile application development life cycle for new development design construction and testing of web based health and business applications. the developer will also participate in peer reviews and unit testing and must be adaptable to different responsibilities possess strong communications skills and have a passion for constantly improving the individual and team effectiveness. self starters and inventive thinkers will like this job. if there is something on github with your name on it we want to talk to you. qualifications bachelor’s degree and minimum of 4 years related experience. degree should be in computer science electronics engineering or other engineering or technical discipline. five 5 years’ experience may be substituted for degree. responsible for the design and development of web based applications strong front end design skillset is needed in order to establish reinforce high quality existing product as the team begins to tackle ux re design experience in developing dashboard capability using open source frameworks such as d3 for the core platform and experience in rapid dashboard design using tableau for special customers rapid response needs preference to those who already have an experience of working a project to completion php html css js experience; experience with react docker container experience experience working in an agile scrum incremental delivery approach which supports incremental development of high quality fully tested application component delivery every 2 weeks experience with my sql is a plus must be a “team player” and have excellent written and oral communication skills must be able to obtain and maintain a u.s. government security clearance public trust which will require successful completion of a background check and fingerprinting.
38,38,http://www.indeed.com/rc/clk?jk=cef4d33d2162b4c2&fccid=25405a63627fcdbe&vjs=3,"Indianapolis, IN",Entry Level Full Stack Web Developer,Newcore Technology Group,job summary are you passionate about software development and programming have you recently graduated with a degree in computer science computer engineering and or information technology if so and you’re looking for your first career opportunity check out our entry level web developer position with our indianapolis team. in this position you will be working onsite within one of the department of defense branches focusing on full stack and full lifecycle development on enterprise wide global applications. the systems you’ll be working on include payroll for 250k active retired and reserve soldiers accounting and finance budgeting and orders assignment management. this is an entry level position with lots of room for technical growth as well as career development opportunities for those wanting to move into people leadership. you will be assigned a mentor to help with your transition into this organization and a great leader to work for. responsibilities as a junior web developer you'll be responsible for the development of accounting finance applications and application enhancements java . responsible for full lifecycle development including analysis design development testing release and production responsible for backend sql development queries. working with developers and operational staff to identify and prioritize end user requirements. driving optimization and improvements for the software. qualifications bachelor’s in computer science computer engineering and or programming experience programming with java .net or other object oriented languages strong understand of object oriented programming principles oop experience developing and deploying applications experience coding html css js ajax experience with cross platform multi browser issues strong written and oral communication skills must be flexible and be willing to move between tasks as needed may or december 2017 graduate must be able to obtain interim secret level clearance disclaimer the above statements are intended to describe the general nature and level of work being performed by individuals assigned to this position. they are not intended to be an exhaustive list of all duties responsibilities and skills required of employees. newcore technology group llc does not discriminate in employment opportunities terms and conditions of employment or practices. all qualified applicants will receive consideration for employment without regard to race age gender religious or political beliefs national origin or heritage disability sexual orientation protected veteran status or any characteristic protected by law.
39,39,http://www.indeed.com/rc/clk?jk=1a80e24e6189b83d&fccid=2b58e9f8bedadb3c&vjs=3,"New York, NY",Web + Product Development Intern,Blue State Digital,do good work with good people for some of the best causes campaigns and brands around. what to know the summer internship program at blue state digital is designed to immerse you in every element of the company from internal creative brainstorms to meetings with our diverse clients all aimed at providing real world experience of what it’s like to work at an innovative company and apply real world solutions to real world problems. you will do substantive work on a variety of projects learn about the history of bsd and highlights of our work and collaborate on a creative project with fellow interns. what to expect we're looking for a front end web developer intern to join our team at blue state digital. we’ve built websites for organizations and companies including the naacp sierra club google partners in health nyu and obama for america and have developed the email and fundraising platform that powers presidential campaigns disaster response and global brands. what we're looking for we are looking for seniors or recent grads who have a passion for progressive work and a restlessness that resists the status quo knowledge of html and css have experience with javascript. being able to contribute to applications and frameworks is a plus but being able to implement and write small scripts is a must. have experience or familiarity with responsive design. are driven and self motivated to solve problems are available full time 40 hrs wk during the duration of our summer program jun 4 aug 31 are available for full time work after the internship program what you're looking for competitive pay $15 hr doing work that matters working with a diverse team made up of people from all walks of life a potential full time job interested to apply submit a resume your github portfolio if applicable and a cover letter answering the following questions what are you hoping to learn from a summer at blue state digital who would be your dream client and what digital challenge would you address for them who we are blue state digital is a purpose driven creative and tech agency. we transform how brands and causes engage their most important people. from google to unicef from obama to mit from tate modern to ford motor company blue state digital helps grow communities build platforms and transform organizations for the digital age. led by the most creative and analytical minds from the political nonprofit and brand worlds blue state digital is a part of wpp digital and has more than 200 employees in six offices around the world.
40,40,http://www.indeed.com/rc/clk?jk=30d4e9a648ad2e1d&fccid=c1099851e9794854&vjs=3,"Santa Clara Valley, CA",Software Engineering Intern: Web Dev,Apple,apple is currently seeking enthusiastic interns who can work full time for a minimum of 12 weeks between fall 2017 and summer 2018. our software engineers are the brains behind some of the industry’s biggest breakthroughs. os x siri and icloud not to mention the system level software for iphone and apple tv all started here. this team is on the front line of apple’s constant charge toward innovation. apple has numerous web development opportunities for interns throughout the company including publicly facing websites such as icloud iwork for icloud and apple.com. there are also a wealth of internal web tools that we have developed to track projects collect customer feedback and report metrics. we have the same high level of attention to detail with our internal web tools as we do with our customer facing solutions. key qualifications expert at web programming languages html5 css and javascript experience with scripting languages such as ruby python perl or php experience with web frameworks such as angularjs nodejs sproutcore demonstrable experience in application development in objective c for os x or ios a plus knowledge of of object oriented design concepts excellent analytical and problem solving skills ability to multi task and manage tasks with varying priorities willingness to learn new and emerging technologies and implement in a short time ability to work in a fast paced team based environment strong verbal and written communication skills description as a web developer intern you will help build web based tools and applications to enhance our products and do more for our customers. our developers are responsible for shaping the direction of our products by considering the architecture performance testing design and implementation. of course we look for engineers that use our products engineers here work on both ui level and lower level implementation details. the successful candidate will be comfortable working in a fast paced collaborative environment. developing and fostering partnerships with cross functional teams is key to success. the person filling this position must be a hands on pro active self motivated developer with strong initiative and a desire to succeed in a challenging environment. the ideal candidate will have a passion for great user experiences and an eye for detail. candidates applying for this position should include a link to a web portfolio. education must be currently enrolled in a bs ms phd program in computer science electrical engineering design or related fields. must also return to school after the internship to continue education or an internship must be required for graduation from your school.
41,41,http://www.indeed.com/rc/clk?jk=ec5039d1a95d5477&fccid=da64150596d607cf&vjs=3,"Arlington, VA",Web Developer,"Crown Consulting, Inc.",job description maintain and enhance web portal that supports authenticated user access to real time situational awareness tool for the faa. you will be a significant contributor in a small development team focused on delivering 24x7 operational software products in a continuous release environment. will be responsible for managing all aspects of a customer facing website including updates to user accounts security management. will be principal web design ux lead including site layout visual features and graphics. opportunity to expand role to multiple projects after the first year. qualifications minimum qualifications required bachelors degree in related field. 5 years experience as web developer or related e.g. programmer hw engineer sw engineer . current clearance or ability to obtain secret clearance. experience desired wireframe layout a website or web application. write html and css from scratch. take a psd and turn it into a working website. add interactivity to a website with javascript or jquery . write a basic application in an object oriented programming language like ruby or python or php. dojo and kendo ui. additional information for more information visit www.crownci.com this is a great opportunity to join a winning team. cci offers a competitive compensation package with opportunities for growth and professional development. benefits for full time permanent members start on the first day of employment and include a paid time off program and a 401k savings plans. we wish to thank all applicants for their interest and effort in applying for this position; however only candidates selected for interviews will be contacted. no unsolicited agency referrals please. cci is proud to be an equal opportunity employer. qualified applicants will receive consideration for employment without regard to their race color religion sex sexual orientation gender identity national origin protected veteran status or disability. crown is a vevraa federal contractor
42,42,http://www.indeed.com/rc/clk?jk=5dd714cc5ffcb0ed&fccid=ff55f6f32ed29537&vjs=3,"Pikesville, MD",Web Developer,Netorian,netorian is seeking an applications developer web . description of work the applications developer will support needs of the maryland state police forensic sciences division. the applications developer will support web development efforts for internal and external processes. specific duties include but are not limited to assist with planning and determining specifications for new systems. assist with mentoring the developers to improve their knowledge of the systems. consult and make recommendations on system architecture design and implementation. improve existing systems within msp fsd through requested enhancements. maintain existing source code improvements to keep the web applications up to the latest technology and security standards. develop new web services using the most up to date security standards and technologies as needed. update and maintain existing web services with the most up to date security standards and technologies as needed. continue to support the ongoing development of new web based systems when needed. assist msp with documentation of existing and future system designs. continue to update and improve end user documentation as needed. other duties as assigned. experience general must have three 3 years of computer experience in at least two of the following disciplines system analysis. system programming. application programming. equipment analysis. specialized at least one 1 year of experience developing applications using advanced technologies including internet protocols or web based technology. must be proficient in vb.net and asp.net. must have two 2 years of experience with wcf web services. solid understanding of xml and xsd files. experience with team foundation server and source control. at least two 2 years of experience working within a scrum environment. preferred experience with law enforcement systems and development is preferred. devexpress component experience is preferred. education required a bachelor's degree from an accredited college or university with a major in computer science information systems engineering business or other related scientific or technical discipline or five 5 years of equivalent experience in a related field. preferred a master's degree is preferred. netorian offers a complete benefits package that includes medical dental vision a 401 k tuition assistance paid holidays and vacation. netorian is an equal opportunity employer eoe minorities women veterans and those with disabilities.
43,43,http://www.indeed.com/rc/clk?jk=c33198c682a0ea60&fccid=50b0278527d9da6e&vjs=3,"San Francisco, CA",Web Developer,Grio,as a software developer at grio you’ll be focused on creating web applications using technologies such as rails node python java javascript html5 css3 and others. grio looks for our engineers to be both very creative and highly technical. you will be asked to tackle various coding obstacles and make smart decisions including weighing the pros and cons of different approaches. a typical project lasts 2 4 months and there will be plenty of opportunity to move around intermingle on various project product teams and hone your skills. requirements bachelor's degree in cs engineering or equivalent experience in the field two or more years of professional on the job software development experience experience writing clean maintainable and standards compliant code fundamental understanding of object oriented design data structures algorithm design problem solving and complexity analysis exceptional analytical aptitude and attention to detail extensive knowledge of design patterns algorithms and data structures understanding of server side languages java ruby python knowledge of html css3 ajax sass less responsive design jquery experience with javascript and modern client side frameworks angularjs backbone ember meteor sql proficiency experience with ios and or android development a plus experience with test driven development also a plus experience working with clients also a plus experience with product decisions also a plus benefits we are open to both individual contracting and full time employment opportunities for the right candidate but we would prefer if you could work in our office at least part of the time. you won't regret it it's a positive fun environment with plenty of humor. our office is conveniently located in the sf soma area close proximity to restaurants eateries and bistros and a hub for bay area public transportation. snacks coffee and sundries always available in the grio kitchen. many of our staff who live in sf bike commute. we offer a competitive benefits package and the option to work remotely some of the time. compensation includes profit sharing bonuses paid twice per year an unusually nice 401k match paid health dental ltd insurance and grio pays 50% coverage for spouse and dependents open vacation policy a type b boss a ping pong foosball and nerf target wars. grio will consider relocation assistance and j 1 h1 b sponsorship dependent on the applicant’s qualifications and skill set.
44,44,http://www.indeed.com/rc/clk?jk=03afdbc2ec529e50&fccid=3f83bc2c54694155&vjs=3,"Sioux Center, IA",Entry Level Software/Web Developer,Interstates,interstates is growing and we are currently seeking an entry level software web developer to join our internal development team for our sioux center office. the entry level software web developer will be responsible for working on our mobile development strategy and designing developing and implementing applications reports and databases. interstates seeks ambitious innovative individuals with the ability to grow and maintain value added relationships with our team and external customers. primary job duties and responsibilities user interface development for internal applications advancing our mobile technology strategy design develop and implement applications reports and databases consults with users to determine application needs and objectives provides technical assistance to program system users maintains existing applications including bug fixes and enhancements provide technical assistance troubleshooting and problem solving of development issues and enhancements customer communications service and support other duties may be assigned education and or experience 2 or 4 year degree in computer science or equivalent combination of education and related experience training 1 year experience in angularjs .net c# javascript sql html css experience with object oriented programming user interface development database systems and system integration proficient in system design analysis troubleshooting preferred skills excellent communication and teamwork skills experience with ui or ux travel this position is located in our sioux center office. travel will be required up to 10% of the time. interstates is an equal opportunity aa employer and provides a drug free work environment.
45,45,http://www.indeed.com/rc/clk?jk=92ec447392b13828&fccid=4e74f4947a2bf393&vjs=3,"Irvine, CA",Front End Developer,We Are Envoy,summary the front end web developer will work in a team that is responsible for executing web and mobile products. we are looking for someone who is passionate and excited about delivering great web experiences through their ninja coding skills. the ideal candidate is a coding dynamo who can evangelize architect and deliver solutions with best practices in mind. desired skills and experience html5 css3 scss basic knowledge of adobe photoshop including psd to html conversion frontend frameworks bourbon neat responsive mobile first development javascript jquery gulp or grunt or similar automated workflows git and source control workflow bonus rapid prototyping nodejs and npm mv frameworks experience with terminal any server side scripting languages php ruby etc. javascript es6 es2016 perks envoy offers competitive salary 100% employer paid health and dental vision 401 k matching paid vacation sick leave and holidays fully stocked snack rack coffee kombucha and cold brew on tap htc vibe vr rig and really cute dogs. fast paced work environment with great people who love what they do. envoy is an equal opportunity employer eoe . we strongly support diversity in the workforce. to all recruitment agencies envoy does not accept agency resumes. envoy is not responsible for any fees related to unsolicited resumes.
46,46,http://www.indeed.com/rc/clk?jk=060491f507136d7c&fccid=c1099851e9794854&vjs=3,"Santa Clara Valley, CA",Siri - UI Web Developer,Apple,are you looking for an exciting opportunity to work on a dynamic development tools team passionate about delivering software tools that support the most exciting virtual assistant in the world do you love the challenge of solving complex problems that can have a direct impact on the success of the company siri design tools team is looking for a highly motivated energetic and experienced ui developer with background in crafting flexible usable and scalable ui ux experiences. you'll enjoy working collaboratively with our engineering partners to design and improve our software and hardware testing infrastructure. be a part of a diverse team of engineers using creativity and flexibility to design software that our engineers love to use. you can help inspire change by using your skills to influence the future of our tools. you'll be challenged to make it go faster be more reliable and intuitive. do you like working on a team that makes a difference with the products they create we are an equal opportunity team with many opportunities for growth and experience. you will get to work with the latest software technologies as we refactor extend and enhance our current software stack. you'll work along side engineering design qa to understand problems and delivery extraordinary solutions to our customers. key qualifications 8+ years of experience some combination of the following skills would help you be successful at this job expert knowledge of javascript must know closures self executing anonymous functions aka iife using the module pattern to create private variables prototypical inheritance promises and scope strong knowledge of html5 and css3. transforms and transitions experience with a js framework react or angular experience with some js utility libraries lodash moment jquery bootstrap experience with a js templating library mustache handlebars dust experience with source control preferably git a passion for the simple over the complex knowledge of redux rxjs node.js mocha chai grunt gulp and or webpack are a plus description if you're passionate about building best in class web applications we may have the job for you. the siri design tools team is looking for someone who gets excited about building ui’s that are intuitive easy to use and present complicated data in simple easy to understand ways. as a ui engineer you will work with a team of highly experienced people to build and maintain a suite of analytical web applications that chart map analyze and diagnose our technologies. education bachelors degree in computer science computer engineering electrical engineering or equivalent experience required. masters degree desired.
